datetime,unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
2017-08-17 19:00:00,1502996400.0,2017-08-17 07-PM,BTC/USDT,4256.97,4335.3,4200.74,4325.23,46.22,197425.28,
2017-08-17 20:00:00,1503000000.0,2017-08-17 08-PM,BTC/USDT,4325.23,4354.84,4258.56,4325.23,48.96,210501.53,
2017-08-17 21:00:00,1503003600.0,2017-08-17 09-PM,BTC/USDT,4346.74,4369.69,4309.23,4333.55,61.76,268227.11,
2017-08-17 22:00:00,1503007200.0,2017-08-17 10-PM,BTC/USDT,4333.55,4359.13,4310.0,4336.8,57.38,248368.28,
2017-08-17 23:00:00,1503010800.0,2017-08-17 11-PM,BTC/USDT,4336.8,4337.38,4280.82,4285.08,81.29,350806.21,
2017-08-18 00:00:00,1503014400.0,2017-08-18 12-AM,BTC/USDT,4285.08,4340.62,4228.76,4286.53,78.74,337549.35,
2017-08-18 01:00:00,1503018000.0,2017-08-18 01-AM,BTC/USDT,4286.53,4286.53,4134.61,4243.59,72.32,304223.23,
2017-08-18 02:00:00,1503021600.0,2017-08-18 02-AM,BTC/USDT,4243.59,4298.64,4234.0,4267.59,54.07,230478.63,
2017-08-18 03:00:00,1503025200.0,2017-08-18 03-AM,BTC/USDT,4267.59,4308.7,4234.0,4292.39,63.48,271281.6,
2017-08-18 04:00:00,1503028800.0,2017-08-18 04-AM,BTC/USDT,4292.39,4292.39,4234.43,4287.92,50.69,216069.15,
2017-08-18 05:00:00,1503032400.0,2017-08-18 05-AM,BTC/USDT,4287.92,4340.62,4250.04,4313.56,64.0,274857.3,
2017-08-18 06:00:00,1503036000.0,2017-08-18 06-AM,BTC/USDT,4313.56,4316.98,4247.75,4279.46,63.95,274013.68,
2017-08-18 07:00:00,1503039600.0,2017-08-18 07-AM,BTC/USDT,4279.46,4304.67,4270.48,4300.25,68.92,295447.38,
2017-08-18 08:00:00,1503043200.0,2017-08-18 08-AM,BTC/USDT,4300.25,4320.71,4259.85,4282.73,73.83,316938.59,
